Ensembl Gene ID,Gene Start (bp),Gene End (bp),Strand,Chromosome Name,Associated Gene Name,Description
ENSG00000231116,31756648,31775083,-1,HSCHR6_MHC_APD,VARS,valyl-tRNA synthetase [Source:HGNC Symbol;Acc:12651]
ENSG00000135517,56843286,56862950,-1,12,MIP,major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:7103]
ENSG00000177192,132413745,132428406,1,12,PUS1,pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:15508]
ENSG00000175183,77252495,77272840,-1,12,CSRP2,cysteine and glycine-rich protein 2 [Source:HGNC Symbol;Acc:2470]
ENSG00000079215,36606457,36688436,1,5,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:HGNC Symbol;Acc:10941]"
ENSG00000114395,50388126,50395891,1,3,CYB561D2,"cytochrome b561 family, member D2 [Source:HGNC Symbol;Acc:30253]"
ENSG00000146285,108025308,108145521,-1,6,SCML4,sex comb on midleg-like 4 (Drosophila) [Source:HGNC Symbol;Acc:21397]
ENSG00000115008,113531492,113542167,-1,2,IL1A,"interleukin 1, alpha [Source:HGNC Symbol;Acc:5991]"
ENSG00000106603,43648055,43769316,-1,7,COA1,cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21868]
ENSG00000250151,9834766,9877085,1,3,ARPC4-TTLL3,ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:38830]
ENSG00000133226,24958207,24999758,1,1,SRRM1,serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:16638]
ENSG00000151651,135075907,135090372,-1,10,ADAM8,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:215]
ENSG00000100593,77940740,77965210,-1,14,ISM2,isthmin 2 [Source:HGNC Symbol;Acc:23176]
ENSG00000185565,115521235,117716095,-1,3,LSAMP,limbic system-associated membrane protein [Source:HGNC Symbol;Acc:6705]
ENSG00000108479,73747675,73761792,-1,17,GALK1,galactokinase 1 [Source:HGNC Symbol;Acc:4118]
ENSG00000176422,56862301,56864763,1,12,SPRYD4,SPRY domain containing 4 [Source:HGNC Symbol;Acc:27468]
ENSG00000134717,52521797,52556388,1,1,BTF3L4,basic transcription factor 3-like 4 [Source:HGNC Symbol;Acc:30547]
ENSG00000119335,131445703,131458679,1,9,SET,SET nuclear oncogene [Source:HGNC Symbol;Acc:10760]
ENSG00000132623,9966774,10037410,1,20,ANKEF1,ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:15803]
ENSG00000131115,44711700,44741421,1,19,ZNF227,zinc finger protein 227 [Source:HGNC Symbol;Acc:13020]
ENSG00000141540,72209653,72258155,1,17,TTYH2,tweety family member 2 [Source:HGNC Symbol;Acc:13877]
ENSG00000226936,33166523,33168208,1,HSCHR6_MHC_COX,B3GALT4,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:HGNC Symbol;Acc:919]"
ENSG00000184378,169484709,169487683,-1,3,ACTRT3,actin-related protein T3 [Source:HGNC Symbol;Acc:24022]
ENSG00000105929,138391040,138484305,-1,7,ATP6V0A4,"ATPase, H+ transporting, lysosomal V0 subunit a4 [Source:HGNC Symbol;Acc:866]"
ENSG00000196850,110969120,111021125,-1,12,PPTC7,PTC7 protein phosphatase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30695]
ENSG00000173681,19930978,19988416,-1,X,CXorf23,chromosome X open reading frame 23 [Source:HGNC Symbol;Acc:27413]
ENSG00000272104,50388323,50405354,1,3,XXcos-LUCA11.5,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQU4]
ENSG00000129933,19431490,19469563,1,19,MAU2,MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:29140]
ENSG00000133115,39540062,39565203,-1,13,STOML3,stomatin (EPB72)-like 3 [Source:HGNC Symbol;Acc:19420]
ENSG00000155749,202152994,202222121,-1,2,ALS2CR12,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 [Source:HGNC Symbol;Acc:14439]"
ENSG00000170948,8943074,8954016,1,19,MBD3L1,methyl-CpG binding domain protein 3-like 1 [Source:HGNC Symbol;Acc:15774]
ENSG00000093010,19929130,19957498,1,22,COMT,catechol-O-methyltransferase [Source:HGNC Symbol;Acc:2228]
ENSG00000172426,43612783,43640336,1,6,RSPH9,radial spoke head 9 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21057]
ENSG00000145723,102421704,102455855,-1,5,GIN1,gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:25959]
ENSG00000204237,79632066,79633665,-1,17,OXLD1,oxidoreductase-like domain containing 1 [Source:HGNC Symbol;Acc:27901]
ENSG00000204221,33168491,33178914,-1,HSCHR6_MHC_COX,WDR46,WD repeat domain 46 [Source:HGNC Symbol;Acc:13923]
ENSG00000122729,32384618,32454767,1,9,ACO1,"aconitase 1, soluble [Source:HGNC Symbol;Acc:117]"
ENSG00000114796,183353356,183402265,1,3,KLHL24,kelch-like family member 24 [Source:HGNC Symbol;Acc:25947]
ENSG00000111732,8754762,8765467,-1,12,AICDA,activation-induced cytidine deaminase [Source:HGNC Symbol;Acc:13203]
ENSG00000204379,52255219,52260363,-1,X,XAGE1A,"X antigen family, member 1A [Source:HGNC Symbol;Acc:4111]"
ENSG00000206481,30657119,30675200,-1,HSCHR6_MHC_QBL,MDC1,mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:21163]
ENSG00000167625,42724423,42732353,1,19,ZNF526,zinc finger protein 526 [Source:HGNC Symbol;Acc:29415]
ENSG00000182093,40752170,40800454,1,21,WRB,tryptophan rich basic protein [Source:HGNC Symbol;Acc:12790]
ENSG00000170234,159488808,159546430,-1,5,PWWP2A,PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406]
ENSG00000137185,28192664,28201260,1,6,ZSCAN9,zinc finger and SCAN domain containing 9 [Source:HGNC Symbol;Acc:12984]
ENSG00000148459,26986588,27035727,1,10,PDSS1,"prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:17759]"
ENSG00000185298,79633394,79640934,1,17,CCDC137,coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:33451]
ENSG00000182218,100111447,100146906,1,14,HHIPL1,HHIP-like 1 [Source:HGNC Symbol;Acc:19710]
ENSG00000180817,71962586,71993667,-1,10,PPA1,pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:9226]
ENSG00000133818,14299472,14386052,-1,11,RRAS2,related RAS viral (r-ras) oncogene homolog 2 [Source:HGNC Symbol;Acc:17271]
ENSG00000116044,178092323,178257425,-1,2,NFE2L2,"nuclear factor, erythroid 2-like 2 [Source:HGNC Symbol;Acc:7782]"
ENSG00000131634,1578689,1605581,1,16,TMEM204,transmembrane protein 204 [Source:HGNC Symbol;Acc:14158]
ENSG00000259202,67435072,67439277,-1,15,RP11-342M21.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YK76]
ENSG00000183020,924894,1012239,1,11,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit [Source:HGNC Symbol;Acc:562]"
ENSG00000174059,208057594,208084747,-1,1,CD34,CD34 molecule [Source:HGNC Symbol;Acc:1662]
ENSG00000184277,102161847,102192594,-1,15,TM2D3,TM2 domain containing 3 [Source:HGNC Symbol;Acc:24128]
ENSG00000120685,39584003,39612252,-1,13,PROSER1,proline and serine rich 1 [Source:HGNC Symbol;Acc:20291]
ENSG00000167741,4460222,4464113,-1,17,GGT6,gamma-glutamyltransferase 6 [Source:HGNC Symbol;Acc:26891]
ENSG00000179921,219124219,219128582,1,2,GPBAR1,G protein-coupled bile acid receptor 1 [Source:HGNC Symbol;Acc:19680]
ENSG00000171443,56111388,56114504,1,19,ZNF524,zinc finger protein 524 [Source:HGNC Symbol;Acc:28322]
ENSG00000170190,73083822,73102257,1,17,SLC16A5,"solute carrier family 16 (monocarboxylate transporter), member 5 [Source:HGNC Symbol;Acc:10926]"
ENSG00000170231,159614374,159665742,1,5,FABP6,"fatty acid binding protein 6, ileal [Source:HGNC Symbol;Acc:3561]"
ENSG00000215689,49252,88375,-1,GL000193.1,MGC39584,MGC39584 protein  [Source:UniProtKB/TrEMBL;Acc:Q8NCQ8]
ENSG00000261221,56116771,56128635,1,19,ZNF865,zinc finger protein 865 [Source:HGNC Symbol;Acc:38705]
ENSG00000171121,178957530,178984790,-1,3,KCNMB3,"potassium large conductance calcium-activated channel, subfamily M beta member 3 [Source:HGNC Symbol;Acc:6287]"
ENSG00000229510,86545,86855,-1,GL000193.1,AC018692.2,
ENSG00000103591,67493371,67547533,-1,15,AAGAB,alpha- and gamma-adaptin binding protein [Source:HGNC Symbol;Acc:25662]
ENSG00000105723,42734338,42746777,-1,19,GSK3A,glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:4616]
ENSG00000179922,56132108,56135967,-1,19,ZNF784,zinc finger protein 784 [Source:HGNC Symbol;Acc:33111]
ENSG00000157077,52608046,52812358,1,1,ZFYVE9,"zinc finger, FYVE domain containing 9 [Source:HGNC Symbol;Acc:6775]"
ENSG00000181143,8959520,9092018,-1,19,MUC16,"mucin 16, cell surface associated [Source:HGNC Symbol;Acc:15582]"
ENSG00000135423,56864736,56882198,-1,12,GLS2,"glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]"
ENSG00000234729,32097222,32100578,-1,HSCHR6_MHC_COX,AGER,advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]
ENSG00000148655,77360998,78319925,1,10,C10orf11,chromosome 10 open reading frame 11 [Source:HGNC Symbol;Acc:23405]
ENSG00000132256,5684425,5959849,-1,11,TRIM5,tripartite motif containing 5 [Source:HGNC Symbol;Acc:16276]
ENSG00000163781,133317019,133380737,-1,3,TOPBP1,topoisomerase (DNA) II binding protein 1 [Source:HGNC Symbol;Acc:17008]
ENSG00000213015,56146382,56154835,1,19,ZNF580,zinc finger protein 580 [Source:HGNC Symbol;Acc:29473]
ENSG00000143379,150898739,150937213,1,1,SETDB1,"SET domain, bifurcated 1 [Source:HGNC Symbol;Acc:10761]"
ENSG00000132475,73772515,73781974,-1,17,H3F3B,"H3 histone, family 3B (H3.3B) [Source:HGNC Symbol;Acc:4765]"
ENSG00000188176,4487294,4511614,1,17,SMTNL2,smoothelin-like 2 [Source:HGNC Symbol;Acc:24764]
ENSG00000092020,35554673,35591723,-1,14,PPP2R3C,"protein phosphatase 2, regulatory subunit B'', gamma [Source:HGNC Symbol;Acc:17485]"
ENSG00000085274,169490619,169507504,1,3,MYNN,myoneurin [Source:HGNC Symbol;Acc:14955]
ENSG00000224979,31776526,31786115,-1,HSCHR6_MHC_APD,LSM2,"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:13940]"
ENSG00000170893,129693148,129696781,1,3,TRH,thyrotropin-releasing hormone [Source:HGNC Symbol;Acc:12298]
ENSG00000204394,31745295,31763730,-1,6,VARS,valyl-tRNA synthetase [Source:HGNC Symbol;Acc:12651]
ENSG00000197701,53179,88099,1,4,ZNF595,zinc finger protein 595 [Source:HGNC Symbol;Acc:27196]
ENSG00000198937,37450696,37467698,-1,6,CCDC167,coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:21239]
ENSG00000007545,1662326,1727909,1,16,CRAMP1L,"Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]"
ENSG00000171425,56146825,56156988,1,19,ZNF581,zinc finger protein 581 [Source:HGNC Symbol;Acc:25017]
ENSG00000214021,9849770,9896822,1,3,TTLL3,"tubulin tyrosine ligase-like family, member 3 [Source:HGNC Symbol;Acc:24483]"
ENSG00000038427,82767284,82878122,1,5,VCAN,versican [Source:HGNC Symbol;Acc:2464]
ENSG00000230685,31685771,31694945,-1,HSCHR6_MHC_COX,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:2062]
ENSG00000013016,31456880,31492313,1,2,EHD3,EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]
ENSG00000126062,50392180,50397041,-1,3,TMEM115,transmembrane protein 115 [Source:HGNC Symbol;Acc:30055]
ENSG00000196535,27400528,27507430,-1,17,MYO18A,myosin XVIIIA [Source:HGNC Symbol;Acc:31104]
ENSG00000170929,9203855,9204889,1,19,OR1M1,"olfactory receptor, family 1, subfamily M, member 1 [Source:HGNC Symbol;Acc:8220]"
ENSG00000178921,8150936,8173809,1,17,PFAS,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:8863]
ENSG00000228892,32142859,32152743,-1,HSCHR6_MHC_SSTO,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:324]
ENSG00000196843,97202480,97218375,1,2,ARID5A,AT rich interactive domain 5A (MRF1-like) [Source:HGNC Symbol;Acc:17361]
ENSG00000104529,144661867,144681711,-1,8,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:HGNC Symbol;Acc:3211]
ENSG00000170923,9212945,9213982,-1,19,OR7G2,"olfactory receptor, family 7, subfamily G, member 2 [Source:HGNC Symbol;Acc:8466]"
ENSG00000157828,22918050,22942918,1,Y,RPS4Y2,"ribosomal protein S4, Y-linked 2 [Source:HGNC Symbol;Acc:18501]"
ENSG00000150776,111944810,111955874,1,11,C11orf57,chromosome 11 open reading frame 57 [Source:HGNC Symbol;Acc:25569]
ENSG00000185751,52380351,52387001,-1,X,XAGE2,"X antigen family, member 2 [Source:HGNC Symbol;Acc:4112]"
ENSG00000173581,56152428,56164527,1,19,CCDC106,coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:30181]
ENSG00000161807,9225274,9226439,-1,19,OR7G1,"olfactory receptor, family 7, subfamily G, member 1 [Source:HGNC Symbol;Acc:8465]"
ENSG00000100596,77972340,78083116,-1,14,SPTLC2,"serine palmitoyltransferase, long chain base subunit 2 [Source:HGNC Symbol;Acc:11278]"
ENSG00000184368,20024831,20135035,-1,X,MAP7D2,MAP7 domain containing 2 [Source:HGNC Symbol;Acc:25899]
ENSG00000170920,9236688,9237626,-1,19,OR7G3,"olfactory receptor, family 7, subfamily G, member 3 [Source:HGNC Symbol;Acc:8467]"
ENSG00000226704,31788760,31794206,-1,HSCHR6_MHC_APD,HSPA1L,heat shock 70kDa protein 1-like [Source:HGNC Symbol;Acc:5234]
ENSG00000183963,31460091,31500743,1,22,SMTN,smoothelin [Source:HGNC Symbol;Acc:11126]
ENSG00000160447,131464802,131483197,1,9,PKN3,protein kinase N3 [Source:HGNC Symbol;Acc:17999]
ENSG00000127837,219128850,219134980,-1,2,AAMP,"angio-associated, migratory cell protein [Source:HGNC Symbol;Acc:18]"
ENSG00000025796,108188960,108279393,-1,6,SEC63,SEC63 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21082]
ENSG00000184924,25012603,25016251,-1,2,PTRHD1,peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:33782]
ENSG00000039068,68771128,68869451,1,16,CDH1,"cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:1748]"
ENSG00000186777,264464,299110,-1,4,ZNF732,zinc finger protein 732 [Source:HGNC Symbol;Acc:37138]
ENSG00000129757,2904443,2907111,-1,11,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2) [Source:HGNC Symbol;Acc:1786]"
ENSG00000234623,29624714,29640106,1,HSCHR6_MHC_DBB,MOG,myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:7197]
ENSG00000227587,31499694,31502076,-1,HSCHR6_MHC_COX,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 [Source:HGNC Symbol;Acc:862]"
ENSG00000173221,95087023,95158709,-1,5,GLRX,glutaredoxin (thioltransferase) [Source:HGNC Symbol;Acc:4330]
ENSG00000125538,113587328,113594480,-1,2,IL1B,"interleukin 1, beta [Source:HGNC Symbol;Acc:5992]"
ENSG00000235941,31794605,31797087,1,HSCHR6_MHC_APD,HSPA1A,heat shock 70kDa protein 1A [Source:HGNC Symbol;Acc:5232]
ENSG00000188811,39612443,39624246,1,13,NHLRC3,NHL repeat containing 3 [Source:HGNC Symbol;Acc:33751]
ENSG00000130803,9251056,9274100,1,19,ZNF317,zinc finger protein 317 [Source:HGNC Symbol;Acc:13507]
ENSG00000269215,39105358,39107350,1,5,AC008964.1,
ENSG00000177728,73437240,73496171,1,17,KIAA0195,KIAA0195 [Source:HGNC Symbol;Acc:28983]
ENSG00000112139,37600284,37667082,-1,6,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:19267]
ENSG00000165891,77415027,77459360,-1,12,E2F7,E2F transcription factor 7 [Source:HGNC Symbol;Acc:23820]
ENSG00000187626,28212401,28227011,-1,6,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:13854]
ENSG00000011258,49254786,49337524,-1,17,MBTD1,mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]
ENSG00000145451,175558065,175750465,-1,4,GLRA3,"glycine receptor, alpha 3 [Source:HGNC Symbol;Acc:4328]"
ENSG00000232804,31806879,31809393,1,HSCHR6_MHC_APD,HSPA1B,heat shock 70kDa protein 1B [Source:HGNC Symbol;Acc:5233]
ENSG00000185418,102193801,102264807,-1,15,TARSL2,threonyl-tRNA synthetase-like 2 [Source:HGNC Symbol;Acc:24728]
ENSG00000157578,40777770,40817731,-1,21,LCA5L,Leber congenital amaurosis 5-like [Source:HGNC Symbol;Acc:1255]
ENSG00000183146,23544840,23548246,-1,Y,CYorf17,chromosome Y open reading frame 17 [Source:HGNC Symbol;Acc:38732]
ENSG00000233418,30611130,30631079,-1,HSCHR6_MHC_DBB,DHX16,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:HGNC Symbol;Acc:2739]
ENSG00000127054,1246965,1260071,-1,1,CPSF3L,cleavage and polyadenylation specific factor 3-like [Source:HGNC Symbol;Acc:26052]
ENSG00000132639,10199478,10288066,1,20,SNAP25,"synaptosomal-associated protein, 25kDa [Source:HGNC Symbol;Acc:11132]"
ENSG00000076356,208195587,208417665,-1,1,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:9100]
ENSG00000127947,77166592,77269388,1,7,PTPN12,"protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:9645]"
ENSG00000158125,31557187,31637581,-1,2,XDH,xanthine dehydrogenase [Source:HGNC Symbol;Acc:12805]
ENSG00000153157,10748027,10979553,1,6,SYCP2L,synaptonemal complex protein 2-like [Source:HGNC Symbol;Acc:21537]
ENSG00000113600,39284364,39424970,-1,5,C9,complement component 9 [Source:HGNC Symbol;Acc:1358]
ENSG00000242875,23673224,23687672,1,Y,RBMY1B,"RNA binding motif protein, Y-linked, family 1, member B [Source:HGNC Symbol;Acc:23914]"
ENSG00000150779,111955524,111957522,-1,11,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:11818]
ENSG00000256713,61008514,61018920,1,11,PGA5,"pepsinogen 5, group I (pepsinogen A) [Source:HGNC Symbol;Acc:8887]"
ENSG00000234728,31813742,31818898,1,HSCHR6_MHC_APD,C6orf48,chromosome 6 open reading frame 48 [Source:HGNC Symbol;Acc:19078]
ENSG00000101972,123094062,123556514,1,X,STAG2,stromal antigen 2 [Source:HGNC Symbol;Acc:11355]
ENSG00000104613,19674651,19709594,1,8,INTS10,integrator complex subunit 10 [Source:HGNC Symbol;Acc:25548]
ENSG00000112576,41902671,42018095,-1,6,CCND3,cyclin D3 [Source:HGNC Symbol;Acc:1585]
ENSG00000205045,33791268,33864880,-1,17,SLFN12L,schlafen family member 12-like [Source:HGNC Symbol;Acc:33920]
ENSG00000105486,48618702,48673860,-1,19,LIG1,"ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:6598]"
ENSG00000254827,2909010,2924970,-1,11,SLC22A18AS,"solute carrier family 22 (organic cation transporter), member 18 antisense [Source:HGNC Symbol;Acc:10965]"
ENSG00000261732,1682260,1736716,1,16,LA16c-431H6.6,
ENSG00000183722,39917029,40177665,-1,13,LHFP,lipoma HMGIC fusion partner [Source:HGNC Symbol;Acc:6586]
ENSG00000172752,130064359,130203688,1,3,COL6A5,"collagen, type VI, alpha 5 [Source:HGNC Symbol;Acc:26674]"
ENSG00000260502,136335502,136346383,1,HG79_PATCH,CACFD1,calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:1365]
ENSG00000144749,66429221,66551687,-1,3,LRIG1,leucine-rich repeats and immunoglobulin-like domains 1 [Source:HGNC Symbol;Acc:17360]
ENSG00000268643,42738735,42759284,-1,19,AC006486.9,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QYV0]
ENSG00000107201,32455300,32526322,-1,9,DDX58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 [Source:HGNC Symbol;Acc:19102]
ENSG00000165629,7830092,7849778,1,10,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]"
ENSG00000107672,123716603,123734732,-1,10,NSMCE4A,non-SMC element 4 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:25935]
ENSG00000204370,111957497,111990353,1,11,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:HGNC Symbol;Acc:10683]"
ENSG00000138092,25016005,25045245,1,2,CENPO,centromere protein O [Source:HGNC Symbol;Acc:28152]
ENSG00000204957,42746927,42749125,1,19,AC006486.1,
ENSG00000188000,9296279,9299493,1,19,OR7D2,"olfactory receptor, family 7, subfamily D, member 2 [Source:HGNC Symbol;Acc:8378]"
ENSG00000174667,9324526,9325542,-1,19,OR7D4,"olfactory receptor, family 7, subfamily D, member 4 [Source:HGNC Symbol;Acc:8380]"
ENSG00000154222,52811395,52831865,-1,1,CC2D1B,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:29386]
ENSG00000159433,42867857,43013179,1,15,STARD9,StAR-related lipid transfer (START) domain containing 9 [Source:HGNC Symbol;Acc:19162]
ENSG00000237521,9361606,9362820,1,19,OR7E24,"olfactory receptor, family 7, subfamily E, member 24 [Source:HGNC Symbol;Acc:8396]"
ENSG00000183311,30677512,30682738,1,HSCHR6_MHC_QBL,TUBB,"tubulin, beta class I [Source:HGNC Symbol;Acc:20778]"
ENSG00000130396,168227602,168372703,1,6,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:HGNC Symbol;Acc:7137]"
ENSG00000166189,103825147,103827792,1,10,HPS6,Hermansky-Pudlak syndrome 6 [Source:HGNC Symbol;Acc:18817]
ENSG00000165383,50117528,50143242,-1,10,LRRC18,leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:23199]
ENSG00000105722,42751724,42759309,-1,19,ERF,Ets2 repressor factor [Source:HGNC Symbol;Acc:3444]
ENSG00000159917,44732882,44809199,-1,19,ZNF235,zinc finger protein 235 [Source:HGNC Symbol;Acc:12866]
ENSG00000206053,1728257,1752281,1,16,HN1L,hematological and neurological expressed 1-like [Source:HGNC Symbol;Acc:14137]
ENSG00000077312,41256542,41271294,1,19,SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:11151]
ENSG00000196110,9404951,9420514,-1,19,ZNF699,zinc finger protein 699 [Source:HGNC Symbol;Acc:24750]
ENSG00000182718,60639333,60695082,-1,15,ANXA2,annexin A2 [Source:HGNC Symbol;Acc:537]
ENSG00000133103,40229764,40365802,1,13,COG6,component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:18621]
ENSG00000262037,20959110,20990226,1,HSCHR19_1_CTG3,CTD-2626G11.1,Putative zinc finger protein 66  [Source:UniProtKB/TrEMBL;Acc:I3L137]
ENSG00000165633,50222290,50323554,-1,10,VSTM4,V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:26470]
ENSG00000107951,30598730,30663377,-1,10,MTPAP,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:25532]
ENSG00000230873,17102489,17131603,1,6,STMND1,stathmin domain containing 1 [Source:HGNC Symbol;Acc:44668]
ENSG00000108231,95517566,95557916,1,10,LGI1,"leucine-rich, glioma inactivated 1 [Source:HGNC Symbol;Acc:6572]"
